UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1656584107,2022-06-30T10:15:07Z,20.561581,-75.195643,129.998,42,51993,0,0,No Data,No Data
1656584112,2022-06-30T10:15:12Z,20.561557,-75.195763,130.501,42,53281,0,0,No Data,No Data
1656584119,2022-06-30T10:15:19Z,20.561564,-75.195963,128.345,42,55371,0,0,No Data,No Data
1656584126,2022-06-30T10:15:26Z,20.561542,-75.196137,126.175,42,57209,0,0,No Data,No Data
1656584132,2022-06-30T10:15:32Z,20.561547,-75.196307,122.831,42,58987,0,0,No Data,No Data
1656584137,2022-06-30T10:15:37Z,20.561552,-75.196449,120.543,42,60469,0,0,No Data,No Data
1656584143,2022-06-30T10:15:43Z,20.561612,-75.196581,118.083,42,62004,0,0,No Data,No Data
1656584145,2022-06-30T10:15:45Z,20.561610,-75.196524,118.849,42,62593,0,0,No Data,No Data
1656584151,2022-06-30T10:15:51Z,20.561604,-75.196354,121.249,42,64363,0,0,No Data,No Data
1656584155,2022-06-30T10:15:55Z,20.561602,-75.196269,122.722,42,65247,0,0,No Data,No Data
1656584163,2022-06-30T10:16:03Z,20.561621,-75.196038,126.015,42,67661,0,0,No Data,No Data
1656584172,2022-06-30T10:16:12Z,20.561698,-75.195822,127.404,42,70068,0,0,No Data,No Data
1656584179,2022-06-30T10:16:19Z,20.561804,-75.195684,125.508,42,71929,0,0,No Data,No Data
1656584185,2022-06-30T10:16:25Z,20.561912,-75.195546,124.223,42,73797,0,0,No Data,No Data
1656584193,2022-06-30T10:16:33Z,20.562048,-75.195432,119.712,42,75719,0,0,No Data,No Data
1656584198,2022-06-30T10:16:38Z,20.562157,-75.195352,116.302,42,77194,0,0,No Data,No Data
1656584205,2022-06-30T10:16:45Z,20.562293,-75.195209,113.936,42,79325,0,0,No Data,No Data
1656584210,2022-06-30T10:16:50Z,20.562375,-75.195137,113.721,42,80509,0,0,No Data,No Data
1656584214,2022-06-30T10:16:54Z,20.562487,-75.195154,113.578,42,81774,0,0,No Data,No Data
1656584219,2022-06-30T10:16:59Z,20.562599,-75.195203,115.701,42,83134,0,0,No Data,No Data
1656584224,2022-06-30T10:17:04Z,20.562712,-75.195252,118.364,42,84501,0,0,No Data,No Data
1656584229,2022-06-30T10:17:09Z,20.562824,-75.195270,121.432,42,85773,0,0,No Data,No Data
1656584233,2022-06-30T10:17:13Z,20.562937,-75.195288,125.185,42,87049,0,0,No Data,No Data
1656584241,2022-06-30T10:17:21Z,20.563131,-75.195305,129.964,42,89228,0,0,No Data,No Data
1656584247,2022-06-30T10:17:27Z,20.563271,-75.195327,132.025,42,90807,0,0,No Data,No Data
1656584253,2022-06-30T10:17:33Z,20.563437,-75.195316,134.572,42,92667,0,0,No Data,No Data
1656584255,2022-06-30T10:17:35Z,20.563464,-75.195283,134.465,42,9313,0,0,No Data,No Data
1656584259,2022-06-30T10:17:39Z,20.563353,-75.195259,132.029,42,94387,0,0,No Data,No Data
1656584265,2022-06-30T10:17:45Z,20.563241,-75.195203,129.581,42,95759,0,0,No Data,No Data
1656584275,2022-06-30T10:17:55Z,20.562990,-75.195190,125.231,42,98546,0,0,No Data,No Data
1656584279,2022-06-30T10:17:59Z,20.562879,-75.195202,122.181,42,99787,0,0,No Data,No Data
1656584286,2022-06-30T10:18:06Z,20.562711,-75.195221,118.071,43,01658,0,0,No Data,No Data
1656584290,2022-06-30T10:18:10Z,20.562599,-75.195172,115.496,43,02999,0,0,No Data,No Data
1656584295,2022-06-30T10:18:15Z,20.562486,-75.195124,113.473,43,04346,0,0,No Data,No Data
1656584300,2022-06-30T10:18:20Z,20.562374,-75.195107,113.665,43,05597,0,0,No Data,No Data
1656584306,2022-06-30T10:18:26Z,20.562235,-75.195131,113.975,43,07164,0,0,No Data,No Data
1656584311,2022-06-30T10:18:31Z,20.562094,-75.195129,116.539,43,08725,0,0,No Data,No Data
1656584316,2022-06-30T10:18:36Z,20.561983,-75.195151,118.687,43,09976,0,0,No Data,No Data
1656584317,2022-06-30T10:18:37Z,20.562011,-75.195145,118.156,43,10297,0,0,No Data,No Data
1656584321,2022-06-30T10:18:41Z,20.562122,-75.195124,115.991,43,11559,0,0,No Data,No Data
1656584327,2022-06-30T10:18:47Z,20.562262,-75.195096,113.906,43,13145,0,0,No Data,No Data
1656584335,2022-06-30T10:18:55Z,20.562457,-75.195065,113.353,43,15343,0,0,No Data,No Data
1656584344,2022-06-30T10:19:04Z,20.562680,-75.195070,116.185,43,17832,0,0,No Data,No Data
1656584353,2022-06-30T10:19:13Z,20.562903,-75.195044,120.423,43,20335,0,0,No Data,No Data
1656584362,2022-06-30T10:19:22Z,20.563127,-75.195019,124.438,43,22844,0,0,No Data,No Data
1656584371,2022-06-30T10:19:31Z,20.563349,-75.195001,127.325,43,25333,0,0,No Data,No Data
1656584379,2022-06-30T10:19:39Z,20.563544,-75.194955,130.191,43,2756,0,0,No Data,No Data
1656584388,2022-06-30T10:19:48Z,20.563767,-75.194939,134.689,43,30051,0,0,No Data,No Data
1656584397,2022-06-30T10:19:57Z,20.563990,-75.194891,136.986,43,32584,0,0,No Data,No Data
1656584406,2022-06-30T10:20:06Z,20.564184,-75.194812,136.526,43,34903,0,0,No Data,No Data
1656584412,2022-06-30T10:20:12Z,20.564352,-75.194768,137.737,43,36832,0,0,No Data,No Data
1656584418,2022-06-30T10:20:18Z,20.564492,-75.194726,139.812,43,38451,0,0,No Data,No Data
1656584426,2022-06-30T10:20:26Z,20.564688,-75.194680,146.078,43,40685,0,0,No Data,No Data
1656584435,2022-06-30T10:20:35Z,20.564884,-75.194601,149.079,43,43016,0,0,No Data,No Data
1656584444,2022-06-30T10:20:44Z,20.565108,-75.194553,151.997,43,45567,0,0,No Data,No Data
1656584451,2022-06-30T10:20:51Z,20.565277,-75.194508,153.077,43,47513,0,0,No Data,No Data
1656584458,2022-06-30T10:20:58Z,20.565447,-75.194430,154.327,43,49574,0,0,No Data,No Data
1656584467,2022-06-30T10:21:07Z,20.565672,-75.194414,158.832,43,52095,0,0,No Data,No Data
1656584478,2022-06-30T10:21:18Z,20.565927,-75.194396,163.751,43,54943,0,0,No Data,No Data
1656584483,2022-06-30T10:21:23Z,20.566068,-75.194386,166.435,43,56525,0,0,No Data,No Data
1656584491,2022-06-30T10:21:31Z,20.566238,-75.194440,173.008,43,58502,0,0,No Data,No Data
1656584497,2022-06-30T10:21:37Z,20.566407,-75.194462,178.722,43,60405,0,0,No Data,No Data
1656584503,2022-06-30T10:21:43Z,20.566552,-75.194477,182.463,43,62035,0,0,No Data,No Data
1656584510,2022-06-30T10:21:50Z,20.566729,-75.194482,185.34,43,64017,0,0,No Data,No Data
1656584515,2022-06-30T10:21:55Z,20.566847,-75.194531,186.036,43,65435,0,0,No Data,No Data
1656584520,2022-06-30T10:22:00Z,20.566964,-75.194550,186.5,43,66755,0,0,No Data,No Data
1656584526,2022-06-30T10:22:06Z,20.567110,-75.194564,186.464,43,68398,0,0,No Data,No Data
1656584533,2022-06-30T10:22:13Z,20.567292,-75.194564,185.22,43,70425,0,0,No Data,No Data
1656584538,2022-06-30T10:22:18Z,20.567412,-75.194545,183.291,43,71778,0,0,No Data,No Data
1656584546,2022-06-30T10:22:26Z,20.567594,-75.194546,177.295,43,7381,0,0,No Data,No Data
1656584553,2022-06-30T10:22:33Z,20.567776,-75.194516,168.778,43,75859,0,0,No Data,No Data
1656584562,2022-06-30T10:22:42Z,20.567985,-75.194488,166.719,43,78205,0,0,No Data,No Data
1656584569,2022-06-30T10:22:49Z,20.568167,-75.194525,165.31,43,80275,0,0,No Data,No Data
1656584575,2022-06-30T10:22:55Z,20.568320,-75.194566,165.189,43,82037,0,0,No Data,No Data
1656584580,2022-06-30T10:23:00Z,20.568443,-75.194611,167.524,43,83488,0,0,No Data,No Data
1656584586,2022-06-30T10:23:06Z,20.568561,-75.194665,170.526,43,84919,0,0,No Data,No Data
1656584591,2022-06-30T10:23:11Z,20.568678,-75.194720,174.174,43,86347,0,0,No Data,No Data
1656584594,2022-06-30T10:23:14Z,20.568765,-75.194746,177.15,43,87363,0,0,No Data,No Data
1656584603,2022-06-30T10:23:23Z,20.568968,-75.194765,183.278,43,89639,0,0,No Data,No Data
1656584610,2022-06-30T10:23:30Z,20.569168,-75.194789,188.25,43,91888,0,0,No Data,No Data
1656584618,2022-06-30T10:23:38Z,20.569341,-75.194812,188.955,43,93839,0,0,No Data,No Data
1656584622,2022-06-30T10:23:42Z,20.569457,-75.194806,189.548,43,95133,0,0,No Data,No Data
1656584632,2022-06-30T10:23:52Z,20.569688,-75.194857,193.903,43,97766,0,0,No Data,No Data
1656584640,2022-06-30T10:24:00Z,20.569890,-75.194878,199.024,44,00034,0,0,No Data,No Data
1656584648,2022-06-30T10:24:08Z,20.570092,-75.194868,205.726,44,02288,0,0,No Data,No Data
1656584656,2022-06-30T10:24:16Z,20.570295,-75.194856,213.506,44,04555,0,0,No Data,No Data
1656584662,2022-06-30T10:24:22Z,20.570438,-75.194850,218.531,44,06154,0,0,No Data,No Data
1656584668,2022-06-30T10:24:28Z,20.570582,-75.194843,222.955,44,07767,0,0,No Data,No Data
1656584675,2022-06-30T10:24:35Z,20.570766,-75.194821,224.69,44,09829,0,0,No Data,No Data
1656584681,2022-06-30T10:24:41Z,20.570918,-75.194804,225.9,44,11533,0,0,No Data,No Data
1656584688,2022-06-30T10:24:48Z,20.571070,-75.194787,227.011,44,13239,0,0,No Data,No Data
1656584693,2022-06-30T10:24:53Z,20.571192,-75.194774,225.496,44,14609,0,0,No Data,No Data
1656584702,2022-06-30T10:25:02Z,20.571417,-75.194736,220.426,44,17154,0,0,No Data,No Data
1656584709,2022-06-30T10:25:09Z,20.571613,-75.194735,215.492,44,19337,0,0,No Data,No Data
1656584715,2022-06-30T10:25:15Z,20.571744,-75.194744,214.243,44,20803,0,0,No Data,No Data
1656584723,2022-06-30T10:25:23Z,20.571942,-75.194708,213.807,44,23045,0,0,No Data,No Data
1656584728,2022-06-30T10:25:28Z,20.572074,-75.194718,214.88,44,24527,0,0,No Data,No Data
1656584734,2022-06-30T10:25:34Z,20.572207,-75.194727,215.914,44,26014,0,0,No Data,No Data
1656584739,2022-06-30T10:25:39Z,20.572339,-75.194704,213.743,44,27508,0,0,No Data,No Data
1656584747,2022-06-30T10:25:47Z,20.572540,-75.194701,209.751,44,29752,0,0,No Data,No Data
1656584752,2022-06-30T10:25:52Z,20.572676,-75.194676,205.923,44,31291,0,0,No Data,No Data
1656584758,2022-06-30T10:25:58Z,20.572812,-75.194649,202.841,44,32839,0,0,No Data,No Data
1656584765,2022-06-30T10:26:05Z,20.572984,-75.194617,200.469,44,34787,0,0,No Data,No Data
1656584774,2022-06-30T10:26:14Z,20.573190,-75.194545,198.596,44,37198,0,0,No Data,No Data
1656584781,2022-06-30T10:26:21Z,20.573364,-75.194511,195.062,44,39168,0,0,No Data,No Data
1656584788,2022-06-30T10:26:28Z,20.573543,-75.194472,188.96,44,41203,0,0,No Data,No Data
1656584794,2022-06-30T10:26:34Z,20.573687,-75.194441,184.316,44,42839,0,0,No Data,No Data
1656584802,2022-06-30T10:26:42Z,20.573872,-75.194431,177.835,44,44904,0,0,No Data,No Data
1656584806,2022-06-30T10:26:46Z,20.573987,-75.194467,176.063,44,46251,0,0,No Data,No Data
1656584812,2022-06-30T10:26:52Z,20.574126,-75.194477,175.328,44,47805,0,0,No Data,No Data
1656584817,2022-06-30T10:26:57Z,20.574263,-75.194488,172.518,44,49339,0,0,No Data,No Data
1656584823,2022-06-30T10:27:03Z,20.574403,-75.194530,167.979,44,50968,0,0,No Data,No Data
1656584829,2022-06-30T10:27:09Z,20.574544,-75.194572,167.405,44,52602,0,0,No Data,No Data
1656584835,2022-06-30T10:27:15Z,20.574685,-75.194614,168.889,44,54238,0,0,No Data,No Data
1656584843,2022-06-30T10:27:23Z,20.574858,-75.194687,169.613,44,56318,0,0,No Data,No Data
1656584848,2022-06-30T10:27:28Z,20.574996,-75.194733,169.606,44,57934,0,0,No Data,No Data
1656584855,2022-06-30T10:27:35Z,20.575139,-75.194809,169.227,44,59717,0,0,No Data,No Data
1656584860,2022-06-30T10:27:40Z,20.575277,-75.194821,170.7,44,6127,0,0,No Data,No Data
1656584866,2022-06-30T10:27:46Z,20.575420,-75.194865,172.399,44,6293,0,0,No Data,No Data
1656584874,2022-06-30T10:27:54Z,20.575595,-75.194905,173.732,44,64928,0,0,No Data,No Data
1656584879,2022-06-30T10:27:59Z,20.575735,-75.194952,170.023,44,66568,0,0,No Data,No Data
1656584886,2022-06-30T10:28:06Z,20.575874,-75.194999,165.854,44,682,0,0,No Data,No Data
1656584891,2022-06-30T10:28:11Z,20.575984,-75.195081,160.861,44,69705,0,0,No Data,No Data
1656584895,2022-06-30T10:28:15Z,20.576064,-75.195165,155.355,44,70958,0,0,No Data,No Data
1656584900,2022-06-30T10:28:20Z,20.576112,-75.195285,147.93,44,7232,0,0,No Data,No Data
1656584905,2022-06-30T10:28:25Z,20.576135,-75.195401,146.812,44,73564,0,0,No Data,No Data
1656584912,2022-06-30T10:28:32Z,20.576202,-75.195574,144.543,44,75525,0,0,No Data,No Data
1656584918,2022-06-30T10:28:38Z,20.576264,-75.195719,139.779,44,77189,0,0,No Data,No Data
1656584922,2022-06-30T10:28:42Z,20.576286,-75.195838,135.655,44,78456,0,0,No Data,No Data
1656584931,2022-06-30T10:28:51Z,20.576311,-75.196057,130.559,44,80757,0,0,No Data,No Data
1656584939,2022-06-30T10:28:59Z,20.576328,-75.196282,128.727,44,8312,0,0,No Data,No Data
1656584949,2022-06-30T10:29:09Z,20.576377,-75.196540,130.431,44,85871,0,0,No Data,No Data
1656584959,2022-06-30T10:29:19Z,20.576454,-75.196800,135.051,44,88715,0,0,No Data,No Data
1656584968,2022-06-30T10:29:28Z,20.576455,-75.197037,137.436,44,91195,0,0,No Data,No Data
1656584977,2022-06-30T10:29:37Z,20.576483,-75.197276,139.928,44,9371,0,0,No Data,No Data
1656584982,2022-06-30T10:29:42Z,20.576492,-75.197406,139.91,44,95077,0,0,No Data,No Data
1656584987,2022-06-30T10:29:47Z,20.576503,-75.197535,139.754,44,96432,0,0,No Data,No Data
1656584995,2022-06-30T10:29:55Z,20.576530,-75.197756,138.401,44,98759,0,0,No Data,No Data
1656585003,2022-06-30T10:30:03Z,20.576521,-75.197947,133.136,45,00761,0,0,No Data,No Data
1656585008,2022-06-30T10:30:08Z,20.576497,-75.198081,128.228,45,02182,0,0,No Data,No Data
1656585013,2022-06-30T10:30:13Z,20.576438,-75.198217,120.987,45,03748,0,0,No Data,No Data
1656585018,2022-06-30T10:30:18Z,20.576418,-75.198348,115.934,45,05141,0,0,No Data,No Data
1656585024,2022-06-30T10:30:24Z,20.576331,-75.198485,111.683,45,06864,0,0,No Data,No Data
1656585031,2022-06-30T10:30:31Z,20.576283,-75.198649,109.211,45,08662,0,0,No Data,No Data
1656585034,2022-06-30T10:30:34Z,20.576249,-75.198720,109.902,45,09499,0,0,No Data,No Data
1656585047,2022-06-30T10:30:47Z,20.576135,-75.199043,116.213,45,13097,0,0,No Data,No Data
1656585050,2022-06-30T10:30:50Z,20.576098,-75.199115,118.31,45,13957,0,0,No Data,No Data
1656585058,2022-06-30T10:30:58Z,20.576104,-75.198908,114.463,45,16113,0,0,No Data,No Data
1656585062,2022-06-30T10:31:02Z,20.576142,-75.198800,112.396,45,1731,0,0,No Data,No Data
1656585069,2022-06-30T10:31:09Z,20.576137,-75.198599,110.818,45,19398,0,0,No Data,No Data
1656585077,2022-06-30T10:31:17Z,20.576126,-75.198402,112.584,45,2145,0,0,No Data,No Data
1656585086,2022-06-30T10:31:26Z,20.576117,-75.198169,114.907,45,23872,0,0,No Data,No Data
1656585094,2022-06-30T10:31:34Z,20.576104,-75.197939,117.497,45,26269,0,0,No Data,No Data
1656585104,2022-06-30T10:31:44Z,20.576083,-75.197680,120.035,45,28968,0,0,No Data,No Data
1656585112,2022-06-30T10:31:52Z,20.576038,-75.197487,120.48,45,31034,0,0,No Data,No Data
1656585118,2022-06-30T10:31:58Z,20.575992,-75.197329,120.313,45,32757,0,0,No Data,No Data
1656585124,2022-06-30T10:32:04Z,20.575983,-75.197165,120.793,45,34466,0,0,No Data,No Data
1656585133,2022-06-30T10:32:13Z,20.575867,-75.196947,119.487,45,37072,0,0,No Data,No Data
1656585139,2022-06-30T10:32:19Z,20.575860,-75.196782,120.56,45,38788,0,0,No Data,No Data
1656585149,2022-06-30T10:32:29Z,20.575758,-75.196543,123.205,45,41519,0,0,No Data,No Data
1656585155,2022-06-30T10:32:35Z,20.575672,-75.196428,126.016,45,43041,0,0,No Data,No Data
1656585160,2022-06-30T10:32:40Z,20.575589,-75.196312,128.326,45,44553,0,0,No Data,No Data
1656585167,2022-06-30T10:32:47Z,20.575517,-75.196154,130.473,45,46378,0,0,No Data,No Data
1656585172,2022-06-30T10:32:52Z,20.575479,-75.196025,131.694,45,47778,0,0,No Data,No Data
1656585177,2022-06-30T10:32:57Z,20.575404,-75.195904,133.571,45,49285,0,0,No Data,No Data
1656585183,2022-06-30T10:33:03Z,20.575316,-75.195793,135.631,45,50793,0,0,No Data,No Data
1656585188,2022-06-30T10:33:08Z,20.575259,-75.195681,137.817,45,52112,0,0,No Data,No Data
1656585193,2022-06-30T10:33:13Z,20.575165,-75.195577,138.955,45,53614,0,0,No Data,No Data
1656585198,2022-06-30T10:33:18Z,20.575073,-75.195471,141.657,45,5511,0,0,No Data,No Data
1656585204,2022-06-30T10:33:24Z,20.575034,-75.195312,146.313,45,56815,0,0,No Data,No Data
1656585206,2022-06-30T10:33:26Z,20.575001,-75.195349,144.932,45,57353,0,0,No Data,No Data
1656585210,2022-06-30T10:33:30Z,20.575004,-75.195447,142.121,45,58384,0,0,No Data,No Data
1656585216,2022-06-30T10:33:36Z,20.574978,-75.195613,140.266,45,60141,0,0,No Data,No Data
1656585225,2022-06-30T10:33:45Z,20.575017,-75.195849,141.804,45,6265,0,0,No Data,No Data
1656585236,2022-06-30T10:33:56Z,20.575034,-75.196139,144.749,45,6568,0,0,No Data,No Data
1656585251,2022-06-30T10:34:11Z,20.575041,-75.196537,151.613,45,69835,0,0,No Data,No Data
1656585261,2022-06-30T10:34:21Z,20.575108,-75.196776,149.544,45,72446,0,0,No Data,No Data
1656585271,2022-06-30T10:34:31Z,20.575144,-75.197053,144.467,45,75367,0,0,No Data,No Data
1656585280,2022-06-30T10:34:40Z,20.575173,-75.197302,136.697,45,77983,0,0,No Data,No Data
1656585291,2022-06-30T10:34:51Z,20.575274,-75.197541,125.257,45,80723,0,0,No Data,No Data
1656585299,2022-06-30T10:34:59Z,20.575298,-75.197761,115.369,45,83038,0,0,No Data,No Data
1656585307,2022-06-30T10:35:07Z,20.575322,-75.197982,110.174,45,85361,0,0,No Data,No Data
1656585314,2022-06-30T10:35:14Z,20.575253,-75.198159,109.606,45,87363,0,0,No Data,No Data
1656585318,2022-06-30T10:35:18Z,20.575324,-75.198082,108.748,45,88484,0,0,No Data,No Data
1656585323,2022-06-30T10:35:23Z,20.575391,-75.197975,109.686,45,89827,0,0,No Data,No Data
1656585331,2022-06-30T10:35:31Z,20.575441,-75.197776,112.673,45,91969,0,0,No Data,No Data
1656585341,2022-06-30T10:35:41Z,20.575518,-75.197512,117.204,45,94852,0,0,No Data,No Data
1656585352,2022-06-30T10:35:52Z,20.575562,-75.197216,120.946,45,97966,0,0,No Data,No Data
1656585363,2022-06-30T10:36:03Z,20.575616,-75.196948,121.327,46,0082,0,0,No Data,No Data
1656585372,2022-06-30T10:36:12Z,20.575701,-75.196712,122.495,46,03448,0,0,No Data,No Data
1656585382,2022-06-30T10:36:22Z,20.575750,-75.196447,124.243,46,06254,0,0,No Data,No Data
1656585395,2022-06-30T10:36:35Z,20.575835,-75.196110,125.025,46,09891,0,0,No Data,No Data
1656585402,2022-06-30T10:36:42Z,20.575832,-75.195942,126.831,46,1164,0,0,No Data,No Data
1656585406,2022-06-30T10:36:46Z,20.575748,-75.195861,128.373,46,12896,0,0,No Data,No Data
1656585412,2022-06-30T10:36:52Z,20.575626,-75.195787,130.572,46,14452,0,0,No Data,No Data
1656585417,2022-06-30T10:36:57Z,20.575506,-75.195712,133.077,46,1599,0,0,No Data,No Data
1656585429,2022-06-30T10:37:09Z,20.575272,-75.195526,140.15,46,19231,0,0,No Data,No Data
1656585438,2022-06-30T10:37:18Z,20.575072,-75.195438,142.687,46,21629,0,0,No Data,No Data
1656585450,2022-06-30T10:37:30Z,20.574827,-75.195241,150.196,46,25037,0,0,No Data,No Data
1656585462,2022-06-30T10:37:42Z,20.574568,-75.195092,153.129,46,28307,0,0,No Data,No Data
1656585472,2022-06-30T10:37:52Z,20.574340,-75.194976,153.823,46,31111,0,0,No Data,No Data
1656585482,2022-06-30T10:38:02Z,20.574090,-75.194889,159.091,46,34026,0,0,No Data,No Data
1656585494,2022-06-30T10:38:14Z,20.573830,-75.194748,169.279,46,37261,0,0,No Data,No Data
1656585505,2022-06-30T10:38:25Z,20.573564,-75.194682,180.996,46,40289,0,0,No Data,No Data
1656585513,2022-06-30T10:38:33Z,20.573376,-75.194631,189.957,46,42447,0,0,No Data,No Data
1656585521,2022-06-30T10:38:41Z,20.573157,-75.194616,196.627,46,44883,0,0,No Data,No Data
1656585531,2022-06-30T10:38:51Z,20.572913,-75.194566,203.307,46,47639,0,0,No Data,No Data
1656585541,2022-06-30T10:39:01Z,20.572670,-75.194518,208.18,46,50388,0,0,No Data,No Data
1656585552,2022-06-30T10:39:12Z,20.572403,-75.194467,211.465,46,53406,0,0,No Data,No Data
1656585564,2022-06-30T10:39:24Z,20.572104,-75.194455,211.304,46,56732,0,0,No Data,No Data
1656585577,2022-06-30T10:39:37Z,20.571775,-75.194415,209.835,46,60413,0,0,No Data,No Data
1656585589,2022-06-30T10:39:49Z,20.571481,-75.194369,214.488,46,63715,0,0,No Data,No Data
1656585603,2022-06-30T10:40:03Z,20.571129,-75.194361,220.436,46,67628,0,0,No Data,No Data
1656585614,2022-06-30T10:40:14Z,20.570855,-75.194360,217.012,46,70676,0,0,No Data,No Data
1656585626,2022-06-30T10:40:26Z,20.570549,-75.194332,210.444,46,74085,0,0,No Data,No Data
1656585638,2022-06-30T10:40:38Z,20.570259,-75.194349,202.898,46,77313,0,0,No Data,No Data
1656585651,2022-06-30T10:40:51Z,20.569941,-75.194366,196.167,46,80849,0,0,No Data,No Data
1656585661,2022-06-30T10:41:01Z,20.569682,-75.194380,192.137,46,83736,0,0,No Data,No Data
1656585668,2022-06-30T10:41:08Z,20.569509,-75.194389,190.454,46,85664,0,0,No Data,No Data
1656585678,2022-06-30T10:41:18Z,20.569276,-75.194404,186.753,46,88253,0,0,No Data,No Data
1656585684,2022-06-30T10:41:24Z,20.569132,-75.194444,184.151,46,89903,0,0,No Data,No Data
1656585688,2022-06-30T10:41:28Z,20.569017,-75.194451,181.313,46,91184,0,0,No Data,No Data
1656585692,2022-06-30T10:41:32Z,20.568931,-75.194487,179.544,46,9221,0,0,No Data,No Data
1656585698,2022-06-30T10:41:38Z,20.568788,-75.194527,176.396,46,93855,0,0,No Data,No Data
1656585702,2022-06-30T10:41:42Z,20.568673,-75.194565,173.646,46,95189,0,0,No Data,No Data
1656585707,2022-06-30T10:41:47Z,20.568589,-75.194663,171.378,46,96572,0,0,No Data,No Data
1656585717,2022-06-30T10:41:57Z,20.568358,-75.194744,163.81,46,9928,0,0,No Data,No Data
1656585727,2022-06-30T10:42:07Z,20.568120,-75.194803,160.482,47,01991,0,0,No Data,No Data
1656585739,2022-06-30T10:42:19Z,20.567855,-75.194927,161.26,47,05205,0,0,No Data,No Data
1656585749,2022-06-30T10:42:29Z,20.567617,-75.195023,165.58,47,08037,0,0,No Data,No Data
1656585757,2022-06-30T10:42:37Z,20.567406,-75.195087,170.666,47,1047,0,0,No Data,No Data
1656585766,2022-06-30T10:42:46Z,20.567198,-75.195180,173.376,47,12974,0,0,No Data,No Data
1656585772,2022-06-30T10:42:52Z,20.567081,-75.195258,172.38,47,14502,0,0,No Data,No Data
1656585778,2022-06-30T10:42:58Z,20.566968,-75.195362,170.819,47,16166,0,0,No Data,No Data
1656585783,2022-06-30T10:43:03Z,20.566852,-75.195438,170.809,47,17678,0,0,No Data,No Data
1656585789,2022-06-30T10:43:09Z,20.566737,-75.195513,170.375,47,19181,0,0,No Data,No Data
1656585794,2022-06-30T10:43:14Z,20.566621,-75.195588,170.09,47,20687,0,0,No Data,No Data
1656585801,2022-06-30T10:43:21Z,20.566510,-75.195721,167.824,47,22544,0,0,No Data,No Data
1656585807,2022-06-30T10:43:27Z,20.566397,-75.195825,167.061,47,24206,0,0,No Data,No Data
1656585813,2022-06-30T10:43:33Z,20.566279,-75.195906,169.146,47,25759,0,0,No Data,No Data
1656585819,2022-06-30T10:43:39Z,20.566132,-75.195992,171.73,47,27619,0,0,No Data,No Data
1656585825,2022-06-30T10:43:45Z,20.566016,-75.196072,173.189,47,29159,0,0,No Data,No Data
1656585831,2022-06-30T10:43:51Z,20.565899,-75.196152,174.911,47,30703,0,0,No Data,No Data
1656585835,2022-06-30T10:43:55Z,20.565813,-75.196226,175.611,47,31934,0,0,No Data,No Data
1656585843,2022-06-30T10:44:03Z,20.565641,-75.196342,176.081,47,342,0,0,No Data,No Data
1656585852,2022-06-30T10:44:12Z,20.565410,-75.196405,178.928,47,36855,0,0,No Data,No Data
1656585862,2022-06-30T10:44:22Z,20.565179,-75.196468,180.804,47,395,0,0,No Data,No Data
1656585871,2022-06-30T10:44:31Z,20.564985,-75.196576,180.042,47,41936,0,0,No Data,No Data
1656585878,2022-06-30T10:44:38Z,20.564819,-75.196615,176.823,47,43819,0,0,No Data,No Data
1656585883,2022-06-30T10:44:43Z,20.564683,-75.196681,173.742,47,45482,0,0,No Data,No Data
1656585894,2022-06-30T10:44:54Z,20.564435,-75.196723,166.466,47,48277,0,0,No Data,No Data
1656585899,2022-06-30T10:44:59Z,20.564297,-75.196760,161.223,47,49853,0,0,No Data,No Data
1656585905,2022-06-30T10:45:05Z,20.564160,-75.196797,156.059,47,51421,0,0,No Data,No Data
1656585909,2022-06-30T10:45:09Z,20.564050,-75.196832,153.249,47,5269,0,0,No Data,No Data
1656585916,2022-06-30T10:45:16Z,20.563886,-75.196870,149.748,47,54558,0,0,No Data,No Data
1656585928,2022-06-30T10:45:28Z,20.563614,-75.197000,143.252,47,57876,0,0,No Data,No Data
1656585929,2022-06-30T10:45:29Z,20.563613,-75.196971,143.66,47,58178,0,0,No Data,No Data
1656585942,2022-06-30T10:45:42Z,20.563944,-75.196957,149.75,47,61867,0,0,No Data,No Data
1656585955,2022-06-30T10:45:55Z,20.564248,-75.196942,155.684,47,65256,0,0,No Data,No Data
1656585969,2022-06-30T10:46:09Z,20.564607,-75.196924,167.087,47,69266,0,0,No Data,No Data
1656585986,2022-06-30T10:46:26Z,20.565026,-75.196896,174.163,47,73944,0,0,No Data,No Data
1656586005,2022-06-30T10:46:45Z,20.565497,-75.196911,171.032,47,79191,0,0,No Data,No Data
1656586034,2022-06-30T10:47:14Z,20.566214,-75.196787,155.497,47,87278,0,0,No Data,No Data
1656586056,2022-06-30T10:47:36Z,20.566751,-75.196709,140.378,47,93312,0,0,No Data,No Data
1656586074,2022-06-30T10:47:54Z,20.567196,-75.196720,146.651,47,98275,0,0,No Data,No Data
1656586092,2022-06-30T10:48:12Z,20.567657,-75.196690,158.309,48,03425,0,0,No Data,No Data
1656586114,2022-06-30T10:48:34Z,20.568206,-75.196720,168.568,48,09555,0,0,No Data,No Data
1656586142,2022-06-30T10:49:02Z,20.568900,-75.196679,173.529,48,17295,0,0,No Data,No Data
