UNIX TIME,TIME,LAT,LONG,ALT,DIST,HR,CAD,TEMP,POWER
1656568800,2022-06-30T06:00:00Z,20.561520,-75.217185,143.084,0,0,0,No Data,No Data
1656568806,2022-06-30T06:00:06Z,20.561498,-75.217344,139.516,0,0168464,0,0,No Data,No Data
1656568813,2022-06-30T06:00:13Z,20.561422,-75.217504,135.361,0,0355809,0,0,No Data,No Data
1656568823,2022-06-30T06:00:23Z,20.561349,-75.217763,119.82,0,0638519,0,0,No Data,No Data
1656568832,2022-06-30T06:00:32Z,20.561301,-75.217994,107.233,0,0885737,0,0,No Data,No Data
1656568838,2022-06-30T06:00:38Z,20.561280,-75.218163,100.396,0,1063742,0,0,No Data,No Data
1656568846,2022-06-30T06:00:46Z,20.561231,-75.218365,92.603,0,128174,0,0,No Data,No Data
1656568855,2022-06-30T06:00:55Z,20.561239,-75.218608,84.081,0,1536087,0,0,No Data,No Data
1656568865,2022-06-30T06:01:05Z,20.561220,-75.218878,71.464,0,1819312,0,0,No Data,No Data
1656568876,2022-06-30T06:01:16Z,20.561228,-75.219154,63.094,0,2107583,0,0,No Data,No Data
1656568882,2022-06-30T06:01:22Z,20.561233,-75.219317,58.043,0,2277675,0,0,No Data,No Data
1656568887,2022-06-30T06:01:27Z,20.561265,-75.219449,53.752,0,2420478,0,0,No Data,No Data
1656568892,2022-06-30T06:01:32Z,20.561268,-75.219580,50.23,0,2557373,0,0,No Data,No Data
1656568899,2022-06-30T06:01:39Z,20.561274,-75.219772,45.826,0,2758178,0,0,No Data,No Data
1656568904,2022-06-30T06:01:44Z,20.561306,-75.219902,44.423,0,2898498,0,0,No Data,No Data
1656568911,2022-06-30T06:01:51Z,20.561311,-75.220088,42.893,0,3092982,0,0,No Data,No Data
1656568917,2022-06-30T06:01:57Z,20.561315,-75.220241,41.961,0,3253375,0,0,No Data,No Data
1656568923,2022-06-30T06:02:03Z,20.561319,-75.220391,41.956,0,3410584,0,0,No Data,No Data
1656568927,2022-06-30T06:02:07Z,20.561322,-75.220511,42.204,0,3536428,0,0,No Data,No Data
1656568933,2022-06-30T06:02:13Z,20.561326,-75.220661,44.24,0,3693537,0,0,No Data,No Data
1656568939,2022-06-30T06:02:19Z,20.561331,-75.220812,46.997,0,3851354,0,0,No Data,No Data
1656568944,2022-06-30T06:02:24Z,20.561335,-75.220960,50.07,0,4005871,0,0,No Data,No Data
1656568948,2022-06-30T06:02:28Z,20.561338,-75.221074,52.5,0,4125241,0,0,No Data,No Data
1656568953,2022-06-30T06:02:33Z,20.561340,-75.221188,54.937,0,4244796,0,0,No Data,No Data
1656568957,2022-06-30T06:02:37Z,20.561371,-75.221302,57.839,0,4369083,0,0,No Data,No Data
1656568963,2022-06-30T06:02:43Z,20.561403,-75.221452,61.187,0,452972,0,0,No Data,No Data
1656568968,2022-06-30T06:02:48Z,20.561461,-75.221571,63.983,0,467067,0,0,No Data,No Data
1656568973,2022-06-30T06:02:53Z,20.561492,-75.221691,66.966,0,4800753,0,0,No Data,No Data
1656568978,2022-06-30T06:02:58Z,20.561551,-75.221809,71.073,0,494097,0,0,No Data,No Data
1656568984,2022-06-30T06:03:04Z,20.561638,-75.221960,78.066,0,5126447,0,0,No Data,No Data
1656568991,2022-06-30T06:03:11Z,20.561697,-75.222118,72.44,0,5304422,0,0,No Data,No Data
1656568997,2022-06-30T06:03:17Z,20.561785,-75.222250,65.278,0,5473536,0,0,No Data,No Data
1656569002,2022-06-30T06:03:22Z,20.561871,-75.222349,59.416,0,5615036,0,0,No Data,No Data
1656569008,2022-06-30T06:03:28Z,20.561958,-75.222481,52.958,0,5784582,0,0,No Data,No Data
1656569012,2022-06-30T06:03:32Z,20.562044,-75.222548,52.874,0,5903945,0,0,No Data,No Data
1656569017,2022-06-30T06:03:37Z,20.562156,-75.222583,54.481,0,6034845,0,0,No Data,No Data
1656569022,2022-06-30T06:03:42Z,20.562270,-75.222652,56.643,0,6181484,0,0,No Data,No Data
1656569027,2022-06-30T06:03:47Z,20.562383,-75.222690,60.467,0,6314109,0,0,No Data,No Data
1656569032,2022-06-30T06:03:52Z,20.562496,-75.222728,64.409,0,6446931,0,0,No Data,No Data
1656569037,2022-06-30T06:03:57Z,20.562610,-75.222766,64.916,0,6580144,0,0,No Data,No Data
1656569044,2022-06-30T06:04:04Z,20.562780,-75.222809,65.676,0,6774976,0,0,No Data,No Data
1656569051,2022-06-30T06:04:11Z,20.562949,-75.222822,66.86,0,6964572,0,0,No Data,No Data
1656569057,2022-06-30T06:04:17Z,20.563118,-75.222803,68.315,0,7154772,0,0,No Data,No Data
1656569063,2022-06-30T06:04:23Z,20.563259,-75.222782,69.463,0,7314289,0,0,No Data,No Data
1656569068,2022-06-30T06:04:28Z,20.563372,-75.222759,69.743,0,744319,0,0,No Data,No Data
1656569071,2022-06-30T06:04:31Z,20.563458,-75.222767,69.15,0,7539936,0,0,No Data,No Data
1656569080,2022-06-30T06:04:40Z,20.563685,-75.222723,67.186,0,7797294,0,0,No Data,No Data
1656569084,2022-06-30T06:04:44Z,20.563771,-75.222701,66.008,0,7895729,0,0,No Data,No Data
1656569089,2022-06-30T06:04:49Z,20.563885,-75.222681,64.48,0,8024752,0,0,No Data,No Data
1656569093,2022-06-30T06:04:53Z,20.563968,-75.222593,65.308,0,815512,0,0,No Data,No Data
1656569101,2022-06-30T06:05:01Z,20.564142,-75.222612,61.956,0,8350845,0,0,No Data,No Data
1656569110,2022-06-30T06:05:10Z,20.564374,-75.222606,62.454,0,8610022,0,0,No Data,No Data
1656569118,2022-06-30T06:05:18Z,20.564578,-75.222623,64.901,0,8837972,0,0,No Data,No Data
1656569125,2022-06-30T06:05:25Z,20.564752,-75.222635,67.529,0,9032453,0,0,No Data,No Data
1656569134,2022-06-30T06:05:34Z,20.564985,-75.222652,67.538,0,9292659,0,0,No Data,No Data
1656569143,2022-06-30T06:05:43Z,20.565192,-75.222674,65.99,0,9524361,0,0,No Data,No Data
1656569147,2022-06-30T06:05:47Z,20.565311,-75.222689,65.04,0,9657821,0,0,No Data,No Data
1656569155,2022-06-30T06:05:55Z,20.565490,-75.222710,63.408,0,9858485,0,0,No Data,No Data
1656569162,2022-06-30T06:06:02Z,20.565668,-75.222700,61.612,1,005775,0,0,No Data,No Data
1656569169,2022-06-30T06:06:09Z,20.565847,-75.222658,59.816,1,026177,0,0,No Data,No Data
1656569177,2022-06-30T06:06:17Z,20.566027,-75.222648,57.482,1,046268,0,0,No Data,No Data
1656569186,2022-06-30T06:06:26Z,20.566268,-75.222646,53.579,1,073194,0,0,No Data,No Data
1656569196,2022-06-30T06:06:36Z,20.566510,-75.222610,50.843,1,100394,0,0,No Data,No Data
1656569208,2022-06-30T06:06:48Z,20.566811,-75.222548,50.782,1,134619,0,0,No Data,No Data
1656569217,2022-06-30T06:06:57Z,20.567022,-75.222472,51.68,1,159406,0,0,No Data,No Data
1656569226,2022-06-30T06:07:06Z,20.567233,-75.222428,50.206,1,183426,0,0,No Data,No Data
1656569232,2022-06-30T06:07:12Z,20.567387,-75.222442,49.491,1,200638,0,0,No Data,No Data
1656569237,2022-06-30T06:07:17Z,20.567507,-75.222419,49.055,1,214282,0,0,No Data,No Data
1656569243,2022-06-30T06:07:23Z,20.567659,-75.222398,50.145,1,231349,0,0,No Data,No Data
1656569251,2022-06-30T06:07:31Z,20.567840,-75.222347,51.777,1,252215,0,0,No Data,No Data
1656569257,2022-06-30T06:07:37Z,20.567992,-75.222326,53.608,1,269322,0,0,No Data,No Data
1656569264,2022-06-30T06:07:44Z,20.568175,-75.222306,54.604,1,289825,0,0,No Data,No Data
1656569276,2022-06-30T06:07:56Z,20.568480,-75.222324,55.14,1,323918,0,0,No Data,No Data
1656569285,2022-06-30T06:08:05Z,20.568697,-75.222341,55.589,1,348221,0,0,No Data,No Data
1656569289,2022-06-30T06:08:09Z,20.568789,-75.222316,56.186,1,358889,0,0,No Data,No Data
1656569299,2022-06-30T06:08:19Z,20.569037,-75.222301,57.02,1,386598,0,0,No Data,No Data
1656569303,2022-06-30T06:08:23Z,20.569129,-75.222305,57.22,1,396886,0,0,No Data,No Data
1656569308,2022-06-30T06:08:28Z,20.569253,-75.222284,56.909,1,410967,0,0,No Data,No Data
1656569316,2022-06-30T06:08:36Z,20.569443,-75.222300,56.287,1,432241,0,0,No Data,No Data
1656569325,2022-06-30T06:08:45Z,20.569663,-75.222224,55.995,1,457989,0,0,No Data,No Data
1656569335,2022-06-30T06:08:55Z,20.569915,-75.222151,56.178,1,487147,0,0,No Data,No Data
1656569345,2022-06-30T06:09:05Z,20.570170,-75.222141,56.112,1,515644,0,0,No Data,No Data
1656569353,2022-06-30T06:09:13Z,20.570362,-75.222126,56.494,1,537151,0,0,No Data,No Data
1656569360,2022-06-30T06:09:20Z,20.570522,-75.222106,57.178,1,555092,0,0,No Data,No Data
1656569367,2022-06-30T06:09:27Z,20.570712,-75.222088,55.939,1,576415,0,0,No Data,No Data
1656569375,2022-06-30T06:09:35Z,20.570904,-75.222101,54.607,1,597896,0,0,No Data,No Data
1656569384,2022-06-30T06:09:44Z,20.571128,-75.222117,52.996,1,622986,0,0,No Data,No Data
104043899620,0,20.571321,-75.222099,54.183,1,644598,0,0,No Data,No Data
1656569397,2022-06-30T06:09:57Z,20.571449,-75.222076,54.977,1,659153,0,0,No Data,No Data
1656569402,2022-06-30T06:10:02Z,20.571578,-75.222053,55.957,1,673797,0,0,No Data,No Data
1656569408,2022-06-30T06:10:08Z,20.571708,-75.222062,56.721,1,688313,0,0,No Data,No Data
1656569414,2022-06-30T06:10:14Z,20.571870,-75.222073,56.248,1,706398,0,0,No Data,No Data
1656569421,2022-06-30T06:10:21Z,20.572036,-75.222089,55.668,1,725046,0,0,No Data,No Data
1656569429,2022-06-30T06:10:29Z,20.572237,-75.222110,54.74,1,747632,0,0,No Data,No Data
1656569435,2022-06-30T06:10:35Z,20.572373,-75.222189,53.109,1,764914,0,0,No Data,No Data
1656569441,2022-06-30T06:10:41Z,20.572508,-75.222235,52.131,1,780781,0,0,No Data,No Data
1656569446,2022-06-30T06:10:46Z,20.572643,-75.222249,51.359,1,795977,0,0,No Data,No Data
1656569452,2022-06-30T06:10:52Z,20.572779,-75.222296,51.056,1,811978,0,0,No Data,No Data
1656569458,2022-06-30T06:10:58Z,20.572916,-75.222342,51.023,1,828,0,0,No Data,No Data
1656569463,2022-06-30T06:11:03Z,20.573050,-75.222387,50.811,1,843708,0,0,No Data,No Data
1656569469,2022-06-30T06:11:09Z,20.573184,-75.222431,51.257,1,859427,0,0,No Data,No Data
1656569475,2022-06-30T06:11:15Z,20.573320,-75.222476,51.746,1,875371,0,0,No Data,No Data
1656569481,2022-06-30T06:11:21Z,20.573458,-75.222556,52.223,1,89295,0,0,No Data,No Data
1656569488,2022-06-30T06:11:28Z,20.573632,-75.222577,51.766,1,912534,0,0,No Data,No Data
1656569496,2022-06-30T06:11:36Z,20.573808,-75.222631,49.863,1,933045,0,0,No Data,No Data
1656569501,2022-06-30T06:11:41Z,20.573949,-75.222649,48.004,1,948956,0,0,No Data,No Data
1656569507,2022-06-30T06:11:47Z,20.574091,-75.222699,45.553,1,965713,0,0,No Data,No Data
1656569514,2022-06-30T06:11:54Z,20.574234,-75.222751,42.851,1,982592,0,0,No Data,No Data
1656569519,2022-06-30T06:11:59Z,20.574376,-75.222769,40.224,1,998608,0,0,No Data,No Data
1656569525,2022-06-30T06:12:05Z,20.574520,-75.222820,37.99,2,015569,0,0,No Data,No Data
1656569534,2022-06-30T06:12:14Z,20.574735,-75.222880,35.627,2,040361,0,0,No Data,No Data
1656569541,2022-06-30T06:12:21Z,20.574877,-75.222930,34.669,2,057104,0,0,No Data,No Data
1656569547,2022-06-30T06:12:27Z,20.575021,-75.222981,33.458,2,074098,0,0,No Data,No Data
1656569554,2022-06-30T06:12:34Z,20.575200,-75.223001,31.202,2,094173,0,0,No Data,No Data
1656569560,2022-06-30T06:12:40Z,20.575339,-75.223047,30.031,2,110445,0,0,No Data,No Data
1656569566,2022-06-30T06:12:46Z,20.575512,-75.223061,29.979,2,129855,0,0,No Data,No Data
1656569574,2022-06-30T06:12:54Z,20.575687,-75.223076,30.399,2,14947,0,0,No Data,No Data
1656569579,2022-06-30T06:12:59Z,20.575827,-75.223089,30.859,2,165193,0,0,No Data,No Data
1656569585,2022-06-30T06:13:05Z,20.575968,-75.223101,30.429,2,180958,0,0,No Data,No Data
1656569589,2022-06-30T06:13:09Z,20.576071,-75.223075,30.133,2,192755,0,0,No Data,No Data
1656569596,2022-06-30T06:13:16Z,20.576242,-75.223052,30.483,2,211987,0,0,No Data,No Data
1656569602,2022-06-30T06:13:22Z,20.576379,-75.223028,30.973,2,227501,0,0,No Data,No Data
1656569607,2022-06-30T06:13:27Z,20.576515,-75.223001,31.822,2,24292,0,0,No Data,No Data
1656569614,2022-06-30T06:13:34Z,20.576685,-75.222977,32.717,2,262059,0,0,No Data,No Data
1656569620,2022-06-30T06:13:40Z,20.576820,-75.222916,32.499,2,278446,0,0,No Data,No Data
1656569625,2022-06-30T06:13:45Z,20.576957,-75.222889,32.534,2,293976,0,0,No Data,No Data
1656569632,2022-06-30T06:13:52Z,20.577097,-75.222832,33.515,2,310641,0,0,No Data,No Data
1656569635,2022-06-30T06:13:55Z,20.577165,-75.222769,33.544,2,320695,0,0,No Data,No Data
1656569642,2022-06-30T06:14:02Z,20.577302,-75.222642,33.315,2,340946,0,0,No Data,No Data
1656569650,2022-06-30T06:14:10Z,20.577402,-75.222477,32.762,2,361486,0,0,No Data,No Data
1656569656,2022-06-30T06:14:16Z,20.577468,-75.222342,33.515,2,377273,0,0,No Data,No Data
1656569663,2022-06-30T06:14:23Z,20.577531,-75.222173,34.81,2,396172,0,0,No Data,No Data
1656569673,2022-06-30T06:14:33Z,20.577519,-75.221895,40.012,2,425146,0,0,No Data,No Data
1656569679,2022-06-30T06:14:39Z,20.577508,-75.221717,44.596,2,443654,0,0,No Data,No Data
1656569686,2022-06-30T06:14:46Z,20.577533,-75.221543,44.953,2,461959,0,0,No Data,No Data
1656569694,2022-06-30T06:14:54Z,20.577519,-75.221330,44.124,2,48415,0,0,No Data,No Data
1656569699,2022-06-30T06:14:59Z,20.577510,-75.221189,44.049,2,498827,0,0,No Data,No Data
1656569706,2022-06-30T06:15:06Z,20.577501,-75.221014,44.699,2,517027,0,0,No Data,No Data
1656569715,2022-06-30T06:15:15Z,20.577489,-75.220769,46.237,2,542498,0,0,No Data,No Data
1656569723,2022-06-30T06:15:23Z,20.577443,-75.220557,47.194,2,565086,0,0,No Data,No Data
1656569734,2022-06-30T06:15:34Z,20.577429,-75.220278,49.502,2,594137,0,0,No Data,No Data
1656569742,2022-06-30T06:15:42Z,20.577383,-75.220067,49.962,2,616699,0,0,No Data,No Data
1656569748,2022-06-30T06:15:48Z,20.577306,-75.219924,49.645,2,63383,0,0,No Data,No Data
1656569758,2022-06-30T06:15:58Z,20.577290,-75.219644,49.1,2,662978,0,0,No Data,No Data
1656569768,2022-06-30T06:16:08Z,20.577207,-75.219397,50.41,2,690278,0,0,No Data,No Data
1656569774,2022-06-30T06:16:14Z,20.577165,-75.219256,51.839,2,705674,0,0,No Data,No Data
1656569782,2022-06-30T06:16:22Z,20.577118,-75.219045,54.1,2,728203,0,0,No Data,No Data
1656569788,2022-06-30T06:16:28Z,20.577041,-75.218903,55.561,2,74523,0,0,No Data,No Data
1656569794,2022-06-30T06:16:34Z,20.576999,-75.218763,55.256,2,760514,0,0,No Data,No Data
1656569802,2022-06-30T06:16:42Z,20.576960,-75.218557,54.2,2,782325,0,0,No Data,No Data
1656569808,2022-06-30T06:16:48Z,20.576956,-75.218387,54.204,2,800002,0,0,No Data,No Data
1656569816,2022-06-30T06:16:56Z,20.576917,-75.218182,53.65,2,821773,0,0,No Data,No Data
1656569822,2022-06-30T06:17:02Z,20.576880,-75.218011,52.68,2,83998,0,0,No Data,No Data
1656569830,2022-06-30T06:17:10Z,20.576845,-75.217808,51.707,2,861404,0,0,No Data,No Data
1656569835,2022-06-30T06:17:15Z,20.576847,-75.217675,51.54,2,875167,0,0,No Data,No Data
1656569844,2022-06-30T06:17:24Z,20.576852,-75.217443,51.129,2,899292,0,0,No Data,No Data
1656569854,2022-06-30T06:17:34Z,20.576844,-75.217170,49.985,2,927721,0,0,No Data,No Data
1656569858,2022-06-30T06:17:38Z,20.576841,-75.217067,49.258,2,938367,0,0,No Data,No Data
1656569863,2022-06-30T06:17:43Z,20.576838,-75.216931,48.441,2,952518,0,0,No Data,No Data
1656569873,2022-06-30T06:17:53Z,20.576830,-75.216658,49.56,2,980982,0,0,No Data,No Data
1656569878,2022-06-30T06:17:58Z,20.576792,-75.216520,48.926,2,995918,0,0,No Data,No Data
1656569889,2022-06-30T06:18:09Z,20.576750,-75.216246,47.942,3,024813,0,0,No Data,No Data
1656569894,2022-06-30T06:18:14Z,20.576746,-75.216109,47.579,3,039013,0,0,No Data,No Data
1656569902,2022-06-30T06:18:22Z,20.576740,-75.215904,48.079,3,060287,0,0,No Data,No Data
1656569912,2022-06-30T06:18:32Z,20.576733,-75.215631,47.891,3,088666,0,0,No Data,No Data
1656569925,2022-06-30T06:18:45Z,20.576758,-75.215291,46.399,3,124216,0,0,No Data,No Data
1656569936,2022-06-30T06:18:56Z,20.576820,-75.214984,46.426,3,156856,0,0,No Data,No Data
1656569948,2022-06-30T06:19:08Z,20.576843,-75.214676,47.997,3,188997,0,0,No Data,No Data
1656569960,2022-06-30T06:19:20Z,20.576901,-75.214369,49.112,3,221657,0,0,No Data,No Data
1656569971,2022-06-30T06:19:31Z,20.576893,-75.214061,48.691,3,253721,0,0,No Data,No Data
1656569978,2022-06-30T06:19:38Z,20.576927,-75.213892,48.073,3,271721,0,0,No Data,No Data
1656569985,2022-06-30T06:19:45Z,20.576925,-75.213688,48.792,3,292954,0,0,No Data,No Data
1656569991,2022-06-30T06:19:51Z,20.576924,-75.213552,48.892,3,307078,0,0,No Data,No Data
1656570000,2022-06-30T06:20:00Z,20.576958,-75.213315,47.719,3,332049,0,0,No Data,No Data
1656570006,2022-06-30T06:20:06Z,20.576954,-75.213144,46.557,3,349859,0,0,No Data,No Data
1656570014,2022-06-30T06:20:14Z,20.576984,-75.212939,45.352,3,371462,0,0,No Data,No Data
1656570022,2022-06-30T06:20:22Z,20.577051,-75.212734,44.519,3,394026,0,0,No Data,No Data
1656570030,2022-06-30T06:20:30Z,20.577117,-75.212529,44.041,3,416549,0,0,No Data,No Data
1656570037,2022-06-30T06:20:37Z,20.577183,-75.212358,45.892,3,435771,0,0,No Data,No Data
1656570043,2022-06-30T06:20:43Z,20.577244,-75.212186,48.348,3,454941,0,0,No Data,No Data
1656570052,2022-06-30T06:20:52Z,20.577302,-75.211978,51.487,3,477514,0,0,No Data,No Data
1656570060,2022-06-30T06:21:00Z,20.577436,-75.211806,50.421,3,500827,0,0,No Data,No Data
1656570064,2022-06-30T06:21:04Z,20.577465,-75.211702,49.711,3,512112,0,0,No Data,No Data
1656570072,2022-06-30T06:21:12Z,20.577488,-75.211494,48.581,3,533853,0,0,No Data,No Data
1656570079,2022-06-30T06:21:19Z,20.577514,-75.211322,48.529,3,55201,0,0,No Data,No Data
1656570086,2022-06-30T06:21:26Z,20.577500,-75.211114,50.962,3,573696,0,0,No Data,No Data
1656570097,2022-06-30T06:21:37Z,20.577479,-75.210837,56.214,3,602578,0,0,No Data,No Data
1656570107,2022-06-30T06:21:47Z,20.577495,-75.210561,58.004,3,631384,0,0,No Data,No Data
1656570116,2022-06-30T06:21:56Z,20.577476,-75.210319,59.035,3,656653,0,0,No Data,No Data
1656570122,2022-06-30T06:22:02Z,20.577460,-75.210180,59.881,3,671151,0,0,No Data,No Data
1656570129,2022-06-30T06:22:09Z,20.577437,-75.209973,61.577,3,692849,0,0,No Data,No Data
1656570137,2022-06-30T06:22:17Z,20.577486,-75.209765,66.067,3,715181,0,0,No Data,No Data
1656570152,2022-06-30T06:22:32Z,20.577431,-75.209385,76.514,3,755192,0,0,No Data,No Data
1656570179,2022-06-30T06:22:59Z,20.577305,-75.208664,89.797,3,83153,0,0,No Data,No Data
1656570192,2022-06-30T06:23:12Z,20.577235,-75.208324,101.806,3,867728,0,0,No Data,No Data
1656570204,2022-06-30T06:23:24Z,20.577144,-75.208020,118.907,3,900923,0,0,No Data,No Data
1656570215,2022-06-30T06:23:35Z,20.577064,-75.207752,138.799,3,930166,0,0,No Data,No Data
1656570226,2022-06-30T06:23:46Z,20.576929,-75.207488,162.011,3,961425,0,0,No Data,No Data
1656570237,2022-06-30T06:23:57Z,20.576861,-75.207191,177.191,3,993208,0,0,No Data,No Data
1656570248,2022-06-30T06:24:08Z,20.576801,-75.206929,182.473,4,021242,0,0,No Data,No Data
1656570256,2022-06-30T06:24:16Z,20.576747,-75.206700,183.631,4,045804,0,0,No Data,No Data
1656570266,2022-06-30T06:24:26Z,20.576725,-75.206437,181.198,4,073266,0,0,No Data,No Data
1656570279,2022-06-30T06:24:39Z,20.576640,-75.206111,176.907,4,108497,0,0,No Data,No Data
1656570289,2022-06-30T06:24:49Z,20.576636,-75.205847,178.483,4,136005,0,0,No Data,No Data
1656570298,2022-06-30T06:24:58Z,20.576635,-75.205615,180.725,4,160126,0,0,No Data,No Data
1656570306,2022-06-30T06:25:06Z,20.576634,-75.205383,179.992,4,184214,0,0,No Data,No Data
1656570317,2022-06-30T06:25:17Z,20.576632,-75.205085,175.86,4,215192,0,0,No Data,No Data
1656570327,2022-06-30T06:25:27Z,20.576630,-75.204820,174.912,4,242732,0,0,No Data,No Data
1656570337,2022-06-30T06:25:37Z,20.576625,-75.204556,174.691,4,270233,0,0,No Data,No Data
1656570346,2022-06-30T06:25:46Z,20.576686,-75.204321,174.093,4,295588,0,0,No Data,No Data
1656570354,2022-06-30T06:25:54Z,20.576679,-75.204123,173.639,4,316163,0,0,No Data,No Data
1656570363,2022-06-30T06:26:03Z,20.576667,-75.203860,178.476,4,343546,0,0,No Data,No Data
1656570372,2022-06-30T06:26:12Z,20.576692,-75.203628,181.674,4,367889,0,0,No Data,No Data
1656570385,2022-06-30T06:26:25Z,20.576704,-75.203291,176.617,4,402948,0,0,No Data,No Data
1656570393,2022-06-30T06:26:33Z,20.576723,-75.203086,169.211,4,424416,0,0,No Data,No Data
1656570401,2022-06-30T06:26:41Z,20.576742,-75.202879,162.034,4,446028,0,0,No Data,No Data
1656570407,2022-06-30T06:26:47Z,20.576758,-75.202707,156.311,4,464025,0,0,No Data,No Data
1656570416,2022-06-30T06:26:56Z,20.576781,-75.202465,149.252,4,489371,0,0,No Data,No Data
1656570425,2022-06-30T06:27:05Z,20.576803,-75.202222,142.981,4,514821,0,0,No Data,No Data
1656570435,2022-06-30T06:27:15Z,20.576828,-75.201943,137.319,4,543993,0,0,No Data,No Data
1656570446,2022-06-30T06:27:26Z,20.576845,-75.201666,133.937,4,572849,0,0,No Data,No Data
1656570456,2022-06-30T06:27:36Z,20.576829,-75.201391,128.875,4,601507,0,0,No Data,No Data
1656570467,2022-06-30T06:27:47Z,20.576838,-75.201116,123.932,4,630095,0,0,No Data,No Data
1656570477,2022-06-30T06:27:57Z,20.576842,-75.200843,120.884,4,658491,0,0,No Data,No Data
1656570486,2022-06-30T06:28:06Z,20.576811,-75.200606,122.526,4,683339,0,0,No Data,No Data
1656570493,2022-06-30T06:28:13Z,20.576805,-75.200405,123.285,4,704211,0,0,No Data,No Data
1656570501,2022-06-30T06:28:21Z,20.576758,-75.200210,126.523,4,725132,0,0,No Data,No Data
1656570506,2022-06-30T06:28:26Z,20.576754,-75.200076,127.682,4,739037,0,0,No Data,No Data
1656570511,2022-06-30T06:28:31Z,20.576720,-75.199942,129.036,4,753382,0,0,No Data,No Data
1656570516,2022-06-30T06:28:36Z,20.576657,-75.199810,129.414,4,768796,0,0,No Data,No Data
1656570523,2022-06-30T06:28:43Z,20.576596,-75.199641,126.404,4,787576,0,0,No Data,No Data
1656570530,2022-06-30T06:28:50Z,20.576573,-75.199468,121.11,4,805739,0,0,No Data,No Data
1656570542,2022-06-30T06:29:02Z,20.576429,-75.199177,112.676,4,839968,0,0,No Data,No Data
1656570549,2022-06-30T06:29:09Z,20.576344,-75.199022,110.918,4,858606,0,0,No Data,No Data
1656570554,2022-06-30T06:29:14Z,20.576278,-75.198925,110.528,4,871055,0,0,No Data,No Data
1656570562,2022-06-30T06:29:22Z,20.576179,-75.198728,111.105,4,894311,0,0,No Data,No Data
1656570568,2022-06-30T06:29:28Z,20.576100,-75.198570,111.297,4,912889,0,0,No Data,No Data
1656570574,2022-06-30T06:29:34Z,20.576031,-75.198441,111.461,4,928309,0,0,No Data,No Data
1656570579,2022-06-30T06:29:39Z,20.575956,-75.198316,110.298,4,943758,0,0,No Data,No Data
1656570585,2022-06-30T06:29:45Z,20.575879,-75.198191,109.089,4,959234,0,0,No Data,No Data
1656570591,2022-06-30T06:29:51Z,20.575806,-75.198065,107.904,4,974582,0,0,No Data,No Data
1656570597,2022-06-30T06:29:57Z,20.575698,-75.197943,109.335,4,991987,0,0,No Data,No Data
1656570605,2022-06-30T06:30:05Z,20.575548,-75.197796,110.824,5,014551,0,0,No Data,No Data
1656570612,2022-06-30T06:30:12Z,20.575431,-75.197681,115.592,5,032152,0,0,No Data,No Data
1656570617,2022-06-30T06:30:17Z,20.575348,-75.197563,121.847,5,047424,0,0,No Data,No Data
1656570623,2022-06-30T06:30:23Z,20.575261,-75.197415,130.347,5,06557,0,0,No Data,No Data
1656570630,2022-06-30T06:30:30Z,20.575205,-75.197265,137.342,5,082295,0,0,No Data,No Data
1656570637,2022-06-30T06:30:37Z,20.575111,-75.197089,144.728,5,10328,0,0,No Data,No Data
1656570640,2022-06-30T06:30:40Z,20.575100,-75.196996,147.181,5,112937,0,0,No Data,No Data
1656570645,2022-06-30T06:30:45Z,20.575049,-75.196878,150.977,5,12635,0,0,No Data,No Data
1656570651,2022-06-30T06:30:51Z,20.574987,-75.196736,155.317,5,142612,0,0,No Data,No Data
1656570659,2022-06-30T06:30:59Z,20.574926,-75.196526,155.468,5,165481,0,0,No Data,No Data
1656570666,2022-06-30T06:31:06Z,20.574886,-75.196367,154.146,5,182569,0,0,No Data,No Data
1656570671,2022-06-30T06:31:11Z,20.574807,-75.196250,155.495,5,197512,0,0,No Data,No Data
1656570677,2022-06-30T06:31:17Z,20.574765,-75.196093,154.846,5,214427,0,0,No Data,No Data
1656570682,2022-06-30T06:31:22Z,20.574724,-75.19597,154.378,5,228024,0,0,No Data,No Data
1656570689,2022-06-30T06:31:29Z,20.574605,-75.195830,158.247,5,247685,0,0,No Data,No Data
1656570693,2022-06-30T06:31:33Z,20.574525,-75.195749,160.24,5,259893,0,0,No Data,No Data
1656570698,2022-06-30T06:31:38Z,20.574482,-75.195627,158.674,5,273382,0,0,No Data,No Data
1656570705,2022-06-30T06:31:45Z,20.574365,-75.195488,157.933,5,292799,0,0,No Data,No Data
1656570709,2022-06-30T06:31:49Z,20.574295,-75.195433,157.75,5,302424,0,0,No Data,No Data
1656570716,2022-06-30T06:31:56Z,20.574156,-75.195321,156.875,5,321708,0,0,No Data,No Data
1656570722,2022-06-30T06:32:02Z,20.574016,-75.195245,159.059,5,339088,0,0,No Data,No Data
1656570730,2022-06-30T06:32:10Z,20.573829,-75.195187,163.54,5,360682,0,0,No Data,No Data
1656570736,2022-06-30T06:32:16Z,20.573678,-75.195157,168.216,5,377744,0,0,No Data,No Data
1656570742,2022-06-30T06:32:22Z,20.573530,-75.195157,173.179,5,394192,0,0,No Data,No Data
1656570749,2022-06-30T06:32:29Z,20.573349,-75.195196,179.054,5,414719,0,0,No Data,No Data
